type,year,country,series,value,id,image,feature,volume
RE,2014,Andorra,AND-01,2.0,RE2014AND-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/ad/ad_2euro.jpg,,
RE,2014,Andorra,AND-01,1.0,RE2014AND-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/ad/Andorra_1euro.jpg,,
RE,2014,Andorra,AND-01,0.5,RE2014AND-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/ad/Andorra_50cent.jpg,,
RE,2014,Andorra,AND-01,0.2,RE2014AND-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/ad/Andorra_20cent.jpg,,
RE,2014,Andorra,AND-01,0.1,RE2014AND-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/ad/Andorra_10cent.jpg,,
RE,2014,Andorra,AND-01,0.05,RE2014AND-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/ad/Andorra_5cent.jpg,,
RE,2014,Andorra,AND-01,0.02,RE2014AND-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/ad/Andorra_2cent.jpg,,
RE,2014,Andorra,AND-01,0.01,RE2014AND-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/ad/Andorra_1cent.jpg,,
RE,2002,Austria,AUT-01,2.0,RE2002AUT-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/at/Austria_2Euro.jpg,,
RE,2002,Austria,AUT-01,1.0,RE2002AUT-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/at/Austria_1Euro.jpg,,
RE,2002,Austria,AUT-01,0.5,RE2002AUT-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/at/Austria_50cent.jpg,,
RE,2002,Austria,AUT-01,0.2,RE2002AUT-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/at/Austria_20cent.jpg,,
RE,2002,Austria,AUT-01,0.1,RE2002AUT-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/at/Austria_10cent.jpg,,
RE,2002,Austria,AUT-01,0.05,RE2002AUT-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/at/Austria_5cent.jpg,,
RE,2002,Austria,AUT-01,0.02,RE2002AUT-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/at/Austria_2cent.jpg,,
RE,2002,Austria,AUT-01,0.01,RE2002AUT-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/at/Austria_1cent.jpg,,
RE,1999,Belgium,BEL-01,2.0,RE1999BEL-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_2euroAl.jpg,,
RE,2008,Belgium,BEL-02,2.0,RE2008BEL-A-RE2-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_2euro_2008.jpg,,
RE,2014,Belgium,BEL-03,2.0,RE2014BEL-A-RE3-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_2euro_2014ph.jpg,,
RE,1999,Belgium,BEL-01,1.0,RE1999BEL-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_1999_1euro.gif,,
RE,2008,Belgium,BEL-02,1.0,RE2008BEL-A-RE2-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_1euro_2011.jpg,,
RE,2014,Belgium,BEL-03,1.0,RE2014BEL-A-RE3-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_1euro_2014.jpg,,
RE,1999,Belgium,BEL-01,0.5,RE1999BEL-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_50cent_2002.jpg,,
RE,2008,Belgium,BEL-02,0.5,RE2008BEL-A-RE2-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_50cent_2008.jpg,,
RE,2014,Belgium,BEL-03,0.5,RE2014BEL-A-RE3-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_50cent_2014.jpg,,
RE,1999,Belgium,BEL-01,0.2,RE1999BEL-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_20cent_2002.jpg,,
RE,2008,Belgium,BEL-02,0.2,RE2008BEL-A-RE2-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_20cent_2009.jpg,,
RE,2014,Belgium,BEL-03,0.2,RE2014BEL-A-RE3-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_20cent_2014.jpg,,
RE,1999,Belgium,BEL-01,0.1,RE1999BEL-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_10cent_1999.jpg,,
RE,2008,Belgium,BEL-02,0.1,RE2008BEL-A-RE2-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_10cent_2008.jpg,,
RE,2014,Belgium,BEL-03,0.1,RE2014BEL-A-RE3-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_2014_10cent.jpg,,
RE,1999,Belgium,BEL-01,0.05,RE1999BEL-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_5cent_1999.jpg,,
RE,2008,Belgium,BEL-02,0.05,RE2008BEL-A-RE2-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_5cent_2011.jpg,,
RE,2014,Belgium,BEL-03,0.05,RE2014BEL-A-RE3-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_5cent_2014.jpg,,
RE,1999,Belgium,BEL-01,0.02,RE1999BEL-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_2cent_2000.jpg,,
RE,2008,Belgium,BEL-02,0.02,RE2008BEL-A-RE2-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_2cent_2013.jpg,,
RE,2014,Belgium,BEL-03,0.02,RE2014BEL-A-RE3-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_2cent_2014.jpg,,
RE,1999,Belgium,BEL-01,0.01,RE1999BEL-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_1cent_2000.jpg,,
RE,2008,Belgium,BEL-02,0.01,RE2008BEL-A-RE2-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_1cent_2013.jpg,,
RE,2014,Belgium,BEL-03,0.01,RE2014BEL-A-RE3-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/be/Belgium_1cent_2014.jpg,,
RE,2023,Croatia,HRV-01,2.0,RE2023HRV-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/hr/Croatia_2euro.jpg,,
RE,2023,Croatia,HRV-01,1.0,RE2023HRV-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/hr/Croatia_1euro.jpg,,
RE,2023,Croatia,HRV-01,0.5,RE2023HRV-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/hr/Croatia_50cent.jpg,,
RE,2023,Croatia,HRV-01,0.2,RE2023HRV-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/hr/Croatia_20cent.jpg,,
RE,2023,Croatia,HRV-01,0.1,RE2023HRV-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/hr/Croatia_10cent.jpg,,
RE,2023,Croatia,HRV-01,0.05,RE2023HRV-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/hr/Croatia_5cent.jpg,,
RE,2023,Croatia,HRV-01,0.02,RE2023HRV-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/hr/Croatia_2cent.jpg,,
RE,2023,Croatia,HRV-01,0.01,RE2023HRV-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/hr/Croatia_1cent.jpg,,
RE,2008,Cyprus,CYP-01,2.0,RE2008CYP-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/cy/Cyprus_2Euro.jpg,,
RE,2008,Cyprus,CYP-01,1.0,RE2008CYP-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/cy/Cyprus_1euro.jpg,,
RE,2008,Cyprus,CYP-01,0.5,RE2008CYP-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/cy/Cyprus_50cent.jpg,,
RE,2008,Cyprus,CYP-01,0.2,RE2008CYP-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/cy/Cyprus_20cent.jpg,,
RE,2008,Cyprus,CYP-01,0.1,RE2008CYP-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/cy/Cyprus_10cent.jpg,,
RE,2008,Cyprus,CYP-01,0.05,RE2008CYP-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/cy/Cyprus_5cent.jpg,,
RE,2008,Cyprus,CYP-01,0.02,RE2008CYP-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/cy/Cyprus_2cent.jpg,,
RE,2008,Cyprus,CYP-01,0.01,RE2008CYP-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/cy/Cyprus_1cent.jpg,,
RE,2011,Estonia,EST-01,2.0,RE2011EST-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/et/Estonia_2Euro.jpg,,
RE,2011,Estonia,EST-01,1.0,RE2011EST-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/et/Estonia_1Euro.jpg,,
RE,2011,Estonia,EST-01,0.5,RE2011EST-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/et/Estonia_50cent.jpg,,
RE,2011,Estonia,EST-01,0.2,RE2011EST-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/et/Estonia_20cent.jpg,,
RE,2011,Estonia,EST-01,0.1,RE2011EST-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/et/Estonia_10cent.jpg,,
RE,2011,Estonia,EST-01,0.05,RE2011EST-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/et/Estonia_5cent.jpg,,
RE,2011,Estonia,EST-01,0.02,RE2011EST-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/et/Estonia_2cent.jpg,,
RE,2011,Estonia,EST-01,0.01,RE2011EST-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/et/Estonia_1cent.jpg,,
RE,1999,Finland,FIN-01,2.0,RE1999FIN-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_2euro.jpg,,
RE,1999,Finland,FIN-01,1.0,RE1999FIN-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_1euro.jpg,,
RE,1999,Finland,FIN-01,0.5,RE1999FIN-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_50cent.jpg,,
RE,1999,Finland,FIN-01,0.2,RE1999FIN-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_20cent.jpg,,
RE,1999,Finland,FIN-01,0.1,RE1999FIN-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_10cent.jpg,,
RE,1999,Finland,FIN-01,0.05,RE1999FIN-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_5cent.jpg,,
RE,1999,Finland,FIN-01,0.02,RE1999FIN-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_2cent.jpg,,
RE,1999,Finland,FIN-01,0.01,RE1999FIN-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_1cent.jpg,,
RE,2007,Finland,FIN-02,2.0,RE2007FIN-A-RE2-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_2euro.jpg,,
RE,2007,Finland,FIN-02,1.0,RE2007FIN-A-RE2-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_1euro.jpg,,
RE,2007,Finland,FIN-02,0.5,RE2007FIN-A-RE2-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_50cent.jpg,,
RE,2007,Finland,FIN-02,0.2,RE2007FIN-A-RE2-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_20cent.jpg,,
RE,2007,Finland,FIN-02,0.1,RE2007FIN-A-RE2-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_10cent.jpg,,
RE,2007,Finland,FIN-02,0.05,RE2007FIN-A-RE2-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_5cent.jpg,,
RE,2007,Finland,FIN-02,0.02,RE2007FIN-A-RE2-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_2cent.jpg,,
RE,2007,Finland,FIN-02,0.01,RE2007FIN-A-RE2-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/fi/Finland_1cent.jpg,,
RE,1999,France,FRA-01,2.0,RE1999FRA-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_2euro.jpg,,
RE,2022,France,FRA-02,2.0,RE2022FRA-A-RE2-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_2euro_2022.jpg,,
RE,1999,France,FRA-01,1.0,RE1999FRA-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_1Euro.jpg,,
RE,2022,France,FRA-02,1.0,RE2022FRA-A-RE2-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_1euro_2022.jpg,,
RE,1999,France,FRA-01,0.5,RE1999FRA-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_50cent.jpg,,
RE,1999,France,FRA-01,0.2,RE1999FRA-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_20cent.jpg,,
RE,1999,France,FRA-01,0.1,RE1999FRA-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_10cent.jpg,,
RE,1999,France,FRA-01,0.05,RE1999FRA-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_5cent.jpg,,
RE,1999,France,FRA-01,0.02,RE1999FRA-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_2cent.jpg,,
RE,1999,France,FRA-01,0.01,RE1999FRA-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/fr/France_1cent.jpg,,
RE,1999,Germany,DEU-01,2.0,RE1999DEU-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/de/Germany_2euro.jpg,,
RE,1999,Germany,DEU-01,1.0,RE1999DEU-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/de/Germany_1euro.jpg,,
RE,1999,Germany,DEU-01,0.5,RE1999DEU-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/de/Germany_50cent.jpg,,
RE,1999,Germany,DEU-01,0.2,RE1999DEU-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/de/Germany_20cent.jpg,,
RE,1999,Germany,DEU-01,0.1,RE1999DEU-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/de/Germany_10cent.jpg,,
RE,1999,Germany,DEU-01,0.05,RE1999DEU-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/de/Germany_5cent.jpg,,
RE,1999,Germany,DEU-01,0.02,RE1999DEU-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/de/Germany_2cent.jpg,,
RE,1999,Germany,DEU-01,0.01,RE1999DEU-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/de/Germany_1cent.jpg,,
RE,2002,Greece,GRC-01,2.0,RE2002GRC-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/gr/Greece_2euro.jpg,,
RE,2002,Greece,GRC-01,1.0,RE2002GRC-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/gr/Greece_1euro.jpg,,
RE,2002,Greece,GRC-01,0.5,RE2002GRC-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/gr/Greece_50cent.jpg,,
RE,2002,Greece,GRC-01,0.2,RE2002GRC-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/gr/Greece_20cent.jpg,,
RE,2002,Greece,GRC-01,0.1,RE2002GRC-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/gr/Greece_10cent.jpg,,
RE,2002,Greece,GRC-01,0.05,RE2002GRC-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/gr/Greece_5cent.jpg,,
RE,2002,Greece,GRC-01,0.02,RE2002GRC-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/gr/Greece_2cent.jpg,,
RE,2002,Greece,GRC-01,0.01,RE2002GRC-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/gr/Greece_1cent.jpg,,
RE,2002,Ireland,IRL-01,2.0,RE2002IRL-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/ie/Ireland_2euro.jpg,,
RE,2002,Ireland,IRL-01,1.0,RE2002IRL-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/ie/Ireland_1euro.jpg,,
RE,2002,Ireland,IRL-01,0.5,RE2002IRL-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/ie/Ireland_50cent.jpg,,
RE,2002,Ireland,IRL-01,0.2,RE2002IRL-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/ie/Ireland_20cent.jpg,,
RE,2002,Ireland,IRL-01,0.1,RE2002IRL-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/ie/Ireland_10cent.jpg,,
RE,2002,Ireland,IRL-01,0.05,RE2002IRL-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/ie/Ireland_5cent.jpg,,
RE,2002,Ireland,IRL-01,0.02,RE2002IRL-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/ie/Ireland_2cent.jpg,,
RE,2002,Ireland,IRL-01,0.01,RE2002IRL-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/ie/Ireland_1cent.jpg,,
RE,1999,Italy,ITA-01,2.0,RE1999ITA-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/it/Italy_2euro.jpg,,
RE,1999,Italy,ITA-01,1.0,RE1999ITA-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/it/Italy_1euro.jpg,,
RE,1999,Italy,ITA-01,0.5,RE1999ITA-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/it/Italy_50cent.jpg,,
RE,1999,Italy,ITA-01,0.2,RE1999ITA-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/it/Italy_20cent.jpg,,
RE,1999,Italy,ITA-01,0.1,RE1999ITA-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/it/Italy_10cent.jpg,,
RE,1999,Italy,ITA-01,0.05,RE1999ITA-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/it/Italy_5cent.jpg,,
RE,1999,Italy,ITA-01,0.02,RE1999ITA-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/it/Italy_2cent.jpg,,
RE,1999,Italy,ITA-01,0.01,RE1999ITA-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/it/Italy_1cent.jpg,,
RE,2014,Latvia,LVA-01,2.0,RE2014LVA-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/lv/Latvia_2euro.jpg,,
RE,2014,Latvia,LVA-01,1.0,RE2014LVA-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/lv/Latvia_1euro.jpg,,
RE,2014,Latvia,LVA-01,0.5,RE2014LVA-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/lv/Latvia_50cent.jpg,,
RE,2014,Latvia,LVA-01,0.2,RE2014LVA-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/lv/Latvia_20cent.jpg,,
RE,2014,Latvia,LVA-01,0.1,RE2014LVA-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/lv/Latvia_10cent.jpg,,
RE,2014,Latvia,LVA-01,0.05,RE2014LVA-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/lv/Latvia_5cent.jpg,,
RE,2014,Latvia,LVA-01,0.02,RE2014LVA-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/lv/Latvia_2cent.jpg,,
RE,2014,Latvia,LVA-01,0.01,RE2014LVA-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/lv/Latvia_1cent.jpg,,
RE,2015,Lithuania,LTU-01,2.0,RE2015LTU-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/lt/Lithuania_2euro_2015.jpg,,
RE,2015,Lithuania,LTU-01,1.0,RE2015LTU-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/lt/Lithuania_1euro_2015.jpg,,
RE,2015,Lithuania,LTU-01,0.5,RE2015LTU-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/lt/Lithuania_50cent_2014.jpg,,
RE,2015,Lithuania,LTU-01,0.2,RE2015LTU-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/lt/Lithuania_20cent_2015.jpg,,
RE,2015,Lithuania,LTU-01,0.1,RE2015LTU-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/lt/Lithuania_10cent_2015.jpg,,
RE,2015,Lithuania,LTU-01,0.05,RE2015LTU-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/lt/Lithuania_5cent_2015.jpg,,
RE,2015,Lithuania,LTU-01,0.02,RE2015LTU-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/lt/Lithuania_2cent_2015.jpg,,
RE,2015,Lithuania,LTU-01,0.01,RE2015LTU-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/lt/Lithuania_1cent_2015.jpg,,
RE,2002,Luxembourg,LUX-01,2.0,RE2002LUX-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/lu/Luxembourg_2euro.jpg,,
RE,2002,Luxembourg,LUX-01,1.0,RE2002LUX-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/lu/Luxembourg_1Euro.jpg,,
RE,2002,Luxembourg,LUX-01,0.5,RE2002LUX-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/lu/Luxembourg_50cent.jpg,,
RE,2002,Luxembourg,LUX-01,0.2,RE2002LUX-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/lu/Luxembourg_20cent.jpg,,
RE,2002,Luxembourg,LUX-01,0.1,RE2002LUX-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/lu/Luxembourg_10cent.jpg,,
RE,2002,Luxembourg,LUX-01,0.05,RE2002LUX-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/lu/Luxembourg_5cent.jpg,,
RE,2002,Luxembourg,LUX-01,0.02,RE2002LUX-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/lu/Luxembourg_2cent.jpg,,
RE,2002,Luxembourg,LUX-01,0.01,RE2002LUX-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/lu/Luxembourg_1cent.jpg,,
RE,2008,Malta,MLT-01,2.0,RE2008MLT-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/mt/Malta_2euro.jpg,,
RE,2008,Malta,MLT-01,1.0,RE2008MLT-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/mt/Malta_1Euro.jpg,,
RE,2008,Malta,MLT-01,0.5,RE2008MLT-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/mt/Malta_50cent.jpg,,
RE,2008,Malta,MLT-01,0.2,RE2008MLT-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/mt/Malta_20cent.jpg,,
RE,2008,Malta,MLT-01,0.1,RE2008MLT-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/mt/Malta_10cent.jpg,,
RE,2008,Malta,MLT-01,0.05,RE2008MLT-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/mt/Malta_5cent.jpg,,
RE,2008,Malta,MLT-01,0.02,RE2008MLT-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/mt/Malta_2cent.jpg,,
RE,2008,Malta,MLT-01,0.01,RE2008MLT-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/mt/Malta_1cent.jpg,,
RE,2001,Monaco,MCO-01,2.0,RE2001MCO-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/2e.jpg,,
RE,2006,Monaco,MCO-02,2.0,RE2006MCO-A-RE2-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_2euro.jpg,,
RE,2001,Monaco,MCO-01,1.0,RE2001MCO-A-RE1-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/1e.jpg,,
RE,2006,Monaco,MCO-02,1.0,RE2006MCO-A-RE2-100,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_1euro_2006.jpg,,
RE,2001,Monaco,MCO-01,0.5,RE2001MCO-A-RE1-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_50cent_2001.jpg,,
RE,2006,Monaco,MCO-02,0.5,RE2006MCO-A-RE2-050,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_50cent_2006.jpg,,
RE,2001,Monaco,MCO-01,0.2,RE2001MCO-A-RE1-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_20cent_2001.jpg,,
RE,2006,Monaco,MCO-02,0.2,RE2006MCO-A-RE2-020,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_20cent_2006.jpg,,
RE,2001,Monaco,MCO-01,0.1,RE2001MCO-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_10cent_2001.jpg,,
RE,2006,Monaco,MCO-02,0.1,RE2006MCO-A-RE2-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_10cent_2006.jpg,,
RE,2001,Monaco,MCO-01,0.05,RE2001MCO-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_5cent_2001.jpg,,
RE,2006,Monaco,MCO-02,0.05,RE2006MCO-A-RE2-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_5cent_2006.jpg,,
RE,2001,Monaco,MCO-01,0.02,RE2001MCO-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_2cent_2001.jpg,,
RE,2006,Monaco,MCO-02,0.02,RE2006MCO-A-RE2-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_2cent_2006.jpg,,
RE,2001,Monaco,MCO-01,0.01,RE2001MCO-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_1cent_2001.jpg,,
RE,2006,Monaco,MCO-02,0.01,RE2006MCO-A-RE2-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/mo/Monaco_1cent_2006.jpg,,
RE,1999,Netherlands,NLD-01,2.0,RE1999NLD-A-RE1-200,https://www.ecb.europa.eu/euro/coins/common/shared/img/nl/Netherlands_2euro_2001.jpg,,
